,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size
274,2.283333,-127.518585,88.509499,31.347795,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
275,2.291667,-127.461914,88.518211,31.319527,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
276,2.3,-127.347961,88.544838,31.285753,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
277,2.308333,-127.325096,88.549683,31.256771,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
278,2.316667,-127.239822,88.566467,31.221336,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
279,2.325,-127.167191,88.574257,31.18815,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
280,2.333333,-127.163506,88.572777,31.159595,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
281,2.341667,-127.080872,88.57724,31.123013,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
282,2.35,-127.034798,88.575134,31.094784,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
283,2.358333,-127.06559,88.557503,31.069464,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
284,2.366667,-127.046982,88.544975,31.03875,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
285,2.375,-127.123436,88.515182,31.015884,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
286,2.383333,-127.055786,88.508026,30.983868,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
287,2.391667,-127.130806,88.478172,30.956919,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
288,2.4,-127.108871,88.464424,30.918968,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
289,2.408333,-127.080429,88.450958,30.879698,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
290,2.416667,-127.070442,88.432213,30.841177,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
291,2.425,-127.017929,88.427055,30.800131,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
292,2.433333,-126.871994,88.435333,30.745796,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
293,2.441667,-126.800415,88.431351,30.703545,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
294,2.45,-126.57045,88.459793,30.656723,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
295,2.458333,-126.627419,88.437195,30.618227,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
296,2.466667,-126.591621,88.429054,30.585119,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
297,2.475,-126.543404,88.429817,30.544552,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
298,2.483333,-126.493111,88.427345,30.50808,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
299,2.491667,-126.3993,88.435028,30.471302,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
300,2.5,-126.314224,88.438507,30.442657,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
301,2.508333,-126.239059,88.448914,30.40818,0.012915,,,,,,,,,,,,,,,,,,,,,,,,
302,2.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2.558333,,,,,-126.279747,88.353615,30.191055,0.013142,,,,,,,,,,,,,,,,,,,,
308,2.566667,,,,,-126.01992,88.401451,30.146593,0.013142,,,,,,,,,,,,,,,,,,,,
309,2.575,,,,,-126.382591,88.296486,30.136532,0.013142,,,,,,,,,,,,,,,,,,,,
310,2.583333,,,,,-126.187775,88.334625,30.07671,0.013142,,,,,,,,,,,,,,,,,,,,
311,2.591667,,,,,-126.133667,88.329483,30.035215,0.013142,,,,,,,,,,,,,,,,,,,,
312,2.6,,,,,-126.088737,88.34407,29.991701,0.013142,,,,,,,,,,,,,,,,,,,,
313,2.608333,,,,,-126.044449,88.336823,29.948017,0.013142,,,,,,,,,,,,,,,,,,,,
314,2.616667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2.633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2.641667,,,,,,,,,-126.064941,88.252502,29.805151,0.013165,,,,,,,,,,,,,,,,
318,2.65,,,,,,,,,-126.033272,88.237328,29.76907,0.013165,,,,,,,,,,,,,,,,
319,2.658333,,,,,,,,,-126.058807,88.215912,29.73621,0.013165,,,,,,,,,,,,,,,,
320,2.666667,,,,,,,,,-126.066078,88.191261,29.696444,0.013165,,,,,,,,,,,,,,,,
321,2.675,,,,,,,,,-126.009544,88.179977,29.658604,0.013165,,,,,,,,,,,,,,,,
322,2.683333,,,,,,,,,-125.979843,88.164734,29.617075,0.013165,,,,,,,,,,,,,,,,
323,2.691667,,,,,,,,,-125.862137,88.160736,29.573668,0.013165,,,,,,,,,,,,,,,,
324,2.7,,,,,,,,,-125.836304,88.137955,29.531946,0.013165,,,,,,,,,,,,,,,,
325,2.708333,,,,,,,,,-125.831757,88.115158,29.494976,0.013165,,,,,,,,,,,,,,,,
326,2.716667,,,,,,,,,-125.822403,88.088676,29.46204,0.013165,,,,,,,,,,,,,,,,
327,2.725,,,,,,,,,-125.802292,88.069389,29.426884,0.013165,,,,,,,,,,,,,,,,
328,2.733333,,,,,,,,,-125.791954,88.050232,29.391962,0.013165,,,,,,,,,,,,,,,,
329,2.741667,,,,,,,,,-125.746704,88.043938,29.360828,0.013165,,,,,,,,,,,,,,,,
330,2.75,,,,,,,,,-125.849556,88.0112,29.332928,0.013165,,,,,,,,,,,,,,,,
331,2.758333,,,,,,,,,-125.733253,88.013634,29.300386,0.013165,,,,,,,,,,,,,,,,
332,2.766667,,,,,,,,,-125.725464,88.001205,29.267042,0.013165,,,,,,,,,,,,,,,,
333,2.775,,,,,,,,,-125.718781,87.991646,29.236666,0.013165,,,,,,,,,,,,,,,,
334,2.783333,,,,,,,,,-125.712776,87.983032,29.209324,0.013165,,,,,,,,,,,,,,,,
335,2.791667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2.808333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2.816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2.825,,,,,,,,,,,,,-125.670624,87.917099,29.011423,0.01321,,,,,,,,,,,,
340,2.833333,,,,,,,,,,,,,-125.677254,87.908844,28.965157,0.01321,,,,,,,,,,,,
341,2.841667,,,,,,,,,,,,,-125.75872,87.86203,28.942436,0.01321,,,,,,,,,,,,
342,2.85,,,,,,,,,,,,,-125.652313,87.885109,28.893986,0.01321,,,,,,,,,,,,
343,2.858333,,,,,,,,,,,,,-125.412682,87.927284,28.846529,0.01321,,,,,,,,,,,,
344,2.866667,,,,,,,,,,,,,-125.198471,87.973572,28.801006,0.01321,,,,,,,,,,,,
345,2.875,,,,,,,,,,,,,-125.005676,88.015228,28.760035,0.01321,,,,,,,,,,,,
346,2.883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2.891667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2.908333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2.916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2.925,,,,,,,,,,,,,,,,,-125.524094,87.784813,28.52808,0.013278,,,,,,,,
352,2.933333,,,,,,,,,,,,,,,,,-125.483765,87.775192,28.486389,0.013278,,,,,,,,
353,2.941667,,,,,,,,,,,,,,,,,-125.394676,87.779533,28.439947,0.013278,,,,,,,,
354,2.95,,,,,,,,,,,,,,,,,-125.378571,87.767128,28.396925,0.013278,,,,,,,,
355,2.958333,,,,,,,,,,,,,,,,,-125.354263,87.759331,28.34993,0.013278,,,,,,,,
356,2.966667,,,,,,,,,,,,,,,,,-125.272408,87.757599,28.305864,0.013278,,,,,,,,
357,2.975,,,,,,,,,,,,,,,,,-125.309082,87.733665,28.258699,0.013278,,,,,,,,
358,2.983333,,,,,,,,,,,,,,,,,-125.240982,87.73288,28.215261,0.013278,,,,,,,,
359,2.991667,,,,,,,,,,,,,,,,,-125.299812,87.70784,28.180328,0.013278,,,,,,,,
360,3,,,,,,,,,,,,,,,,,-125.327553,87.690323,28.142342,0.013278,,,,,,,,
361,3.008333,,,,,,,,,,,,,,,,,-125.347031,87.67086,28.110167,0.013278,,,,,,,,
362,3.016667,,,,,,,,,,,,,,,,,-125.324524,87.661674,28.07753,0.013278,,,,,,,,
363,3.025,,,,,,,,,,,,,,,,,-125.272346,87.659042,28.039963,0.013278,,,,,,,,
364,3.033333,,,,,,,,,,,,,,,,,-125.276634,87.648483,28.007435,0.013278,,,,,,,,
365,3.041667,,,,,,,,,,,,,,,,,-125.246742,87.644348,27.971706,0.013278,,,,,,,,
366,3.05,,,,,,,,,,,,,,,,,-125.139748,87.655861,27.928465,0.013278,,,,,,,,
367,3.058333,,,,,,,,,,,,,,,,,-125.091278,87.65844,27.884686,0.013278,,,,,,,,
368,3.066667,,,,,,,,,,,,,,,,,-125.074852,87.659004,27.839016,0.013278,,,,,,,,
369,3.075,,,,,,,,,,,,,,,,,-124.992157,87.669846,27.795103,0.013278,,,,,,,,
370,3.083333,,,,,,,,,,,,,,,,,-124.968803,87.671776,27.751987,0.013278,,,,,,,,
371,3.091667,,,,,,,,,,,,,,,,,-124.99881,87.663033,27.713676,0.013278,,,,,,,,
372,3.1,,,,,,,,,,,,,,,,,-124.98362,87.661896,27.675056,0.013278,,,,,,,,
373,3.108333,,,,,,,,,,,,,,,,,-124.955582,87.662117,27.637199,0.013278,,,,,,,,
374,3.116667,,,,,,,,,,,,,,,,,-124.952713,87.658829,27.60767,0.013278,,,,,,,,
375,3.125,,,,,,,,,,,,,,,,,-125.079086,87.621979,27.586403,0.013278,,,,,,,,
376,3.133333,,,,,,,,,,,,,,,,,-125.005707,87.641052,27.544891,0.013278,,,,,,,,
377,3.141667,,,,,,,,,,,,,,,,,-125.035797,87.631607,27.514708,0.013278,,,,,,,,
378,3.15,,,,,,,,,,,,,,,,,-125.047287,87.626938,27.48583,0.013278,,,,,,,,
379,3.158333,,,,,,,,,,,,,,,,,-125.01886,87.631432,27.449686,0.013278,,,,,,,,
380,3.166667,,,,,,,,,,,,,,,,,-124.981499,87.63784,27.415901,0.013278,,,,,,,,
381,3.175,,,,,,,,,,,,,,,,,-124.902954,87.64975,27.374622,0.013278,,,,,,,,
382,3.183333,,,,,,,,,,,,,,,,,-124.921814,87.646019,27.34268,0.013278,,,,,,,,
383,3.191667,,,,,,,,,,,,,,,,,-124.827484,87.660088,27.298901,0.013278,,,,,,,,
384,3.2,,,,,,,,,,,,,,,,,-124.830833,87.657234,27.2631,0.013278,,,,,,,,
385,3.208333,,,,,,,,,,,,,,,,,-124.728798,87.67157,27.214882,0.013278,,,,,,,,
386,3.216667,,,,,,,,,,,,,,,,,-124.734497,87.666321,27.17975,0.013278,,,,,,,,
387,3.225,,,,,,,,,,,,,,,,,-124.735321,87.662003,27.138123,0.013278,,,,,,,,
388,3.233333,,,,,,,,,,,,,,,,,-124.687866,87.663498,27.094215,0.013278,,,,,,,,
389,3.241667,,,,,,,,,,,,,,,,,-124.720169,87.654007,27.059782,0.013278,,,,,,,,
390,3.25,,,,,,,,,,,,,,,,,-124.714531,87.645805,27.018816,0.013278,,,,,,,,
391,3.258333,,,,,,,,,,,,,,,,,-124.713898,87.638954,26.980341,0.013278,,,,,,,,
392,3.266667,,,,,,,,,,,,,,,,,-124.768082,87.618835,26.949429,0.013278,,,,,,,,
393,3.275,,,,,,,,,,,,,,,,,-124.812767,87.591858,26.917202,0.013278,,,,,,,,
394,3.283333,,,,,,,,,,,,,,,,,-124.855064,87.5774,26.887312,0.013278,,,,,,,,
395,3.291667,,,,,,,,,,,,,,,,,-124.893143,87.564392,26.860416,0.013278,,,,,,,,
396,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,3.308333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,3.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,3.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,3.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,3.341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,3.358333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,3.383333,,,,,,,,,,,,,,,,,,,,,-124.655769,87.404694,26.500406,0.013368,,,,
407,3.391667,,,,,,,,,,,,,,,,,,,,,-124.721291,87.387512,26.470068,0.013368,,,,
408,3.4,,,,,,,,,,,,,,,,,,,,,-124.727562,87.373825,26.438803,0.013368,,,,
409,3.408333,,,,,,,,,,,,,,,,,,,,,-124.804626,87.357391,26.41609,0.013368,,,,
410,3.416667,,,,,,,,,,,,,,,,,,,,,-124.847076,87.344391,26.388973,0.013368,,,,
411,3.425,,,,,,,,,,,,,,,,,,,,,-124.909225,87.344971,26.360067,0.013368,,,,
412,3.433333,,,,,,,,,,,,,,,,,,,,,-125.05484,87.313354,26.330742,0.013368,,,,
413,3.441667,,,,,,,,,,,,,,,,,,,,,-124.959518,87.334671,26.302719,0.013368,,,,
414,3.45,,,,,,,,,,,,,,,,,,,,,-124.950241,87.345482,26.270271,0.013368,,,,
415,3.458333,,,,,,,,,,,,,,,,,,,,,-124.809753,87.37925,26.237341,0.013368,,,,
416,3.466667,,,,,,,,,,,,,,,,,,,,,-124.84729,87.380112,26.210001,0.013368,,,,
417,3.475,,,,,,,,,,,,,,,,,,,,,-124.663124,87.424088,26.172554,0.013368,,,,
418,3.483333,,,,,,,,,,,,,,,,,,,,,-124.501694,87.486084,26.13908,0.013368,,,,
419,3.491667,,,,,,,,,,,,,,,,,,,,,-124.353119,87.525452,26.102888,0.013368,,,,
420,3.5,,,,,,,,,,,,,,,,,,,,,-124.623802,87.468117,26.062763,0.013368,,,,
421,3.508333,,,,,,,,,,,,,,,,,,,,,-124.560486,87.491997,26.026022,0.013368,,,,
422,3.516667,,,,,,,,,,,,,,,,,,,,,-124.661514,87.479965,25.986492,0.013368,,,,
423,3.525,,,,,,,,,,,,,,,,,,,,,-124.645355,87.496521,25.945265,0.013368,,,,
424,3.533333,,,,,,,,,,,,,,,,,,,,,-124.592484,87.517372,25.901461,0.013368,,,,
425,3.541667,,,,,,,,,,,,,,,,,,,,,-124.667885,87.507111,25.865141,0.013368,,,,
426,3.55,,,,,,,,,,,,,,,,,,,,,-124.587677,87.557755,25.81481,0.013368,,,,
427,3.558333,,,,,,,,,,,,,,,,,,,,,-124.631943,87.554428,25.772785,0.013368,,,,
428,3.566667,,,,,,,,,,,,,,,,,,,,,-124.670731,87.544952,25.733086,0.013368,,,,
429,3.575,,,,,,,,,,,,,,,,,,,,,-124.71273,87.574684,25.670067,0.013368,,,,
430,3.583333,,,,,,,,,,,,,,,,,,,,,-124.364342,87.626434,25.618156,0.013368,,,,
431,3.591667,,,,,,,,,,,,,,,,,,,,,-124.173866,87.671028,25.560171,0.013368,,,,
432,3.6,,,,,,,,,,,,,,,,,,,,,-124.163689,87.67099,25.5023,0.013368,,,,
433,3.608333,,,,,,,,,,,,,,,,,,,,,-124.087997,87.686325,25.434956,0.013368,,,,
434,3.616667,,,,,,,,,,,,,,,,,,,,,-124.256195,87.639938,25.376225,0.013368,,,,
435,3.625,,,,,,,,,,,,,,,,,,,,,-124.250427,87.637596,25.314814,0.013368,,,,
436,3.633333,,,,,,,,,,,,,,,,,,,,,-124.243126,87.630859,25.253328,0.013368,,,,
437,3.641667,,,,,,,,,,,,,,,,,,,,,-124.301147,87.610558,25.192972,0.013368,,,,
438,3.65,,,,,,,,,,,,,,,,,,,,,-124.237701,87.610062,25.132168,0.013368,,,,
439,3.658333,,,,,,,,,,,,,,,,,,,,,-124.066162,87.638725,25.065418,0.013368,,,,
440,3.666667,,,,,,,,,,,,,,,,,,,,,-123.923317,87.648506,24.995413,0.013368,,,,
441,3.675,,,,,,,,,,,,,,,,,,,,,-123.797485,87.671494,24.920721,0.013368,,,,
442,3.683333,,,,,,,,,,,,,,,,,,,,,-123.751625,87.646935,24.852211,0.013368,,,,
443,3.691667,,,,,,,,,,,,,,,,,,,,,-123.735321,87.629387,24.780714,0.013368,,,,
444,3.7,,,,,,,,,,,,,,,,,,,,,-123.792839,87.596817,24.715347,0.013368,,,,
445,3.708333,,,,,,,,,,,,,,,,,,,,,-123.955284,87.541634,24.653788,0.013368,,,,
446,3.716667,,,,,,,,,,,,,,,,,,,,,-123.942581,87.52021,24.585649,0.013368,,,,
447,3.725,,,,,,,,,,,,,,,,,,,,,-123.909042,87.503342,24.514767,0.013368,,,,
448,3.733333,,,,,,,,,,,,,,,,,,,,,-123.663864,87.525055,24.436331,0.013368,,,,
449,3.741667,,,,,,,,,,,,,,,,,,,,,-123.602768,87.504295,24.352718,0.013368,,,,
450,3.75,,,,,,,,,,,,,,,,,,,,,-123.54026,87.483719,24.277267,0.013368,,,,
451,3.758333,,,,,,,,,,,,,,,,,,,,,-123.481728,87.461945,24.202013,0.013368,,,,
452,3.766667,,,,,,,,,,,,,,,,,,,,,-123.511574,87.416168,24.136379,0.013368,,,,
453,3.775,,,,,,,,,,,,,,,,,,,,,-123.519768,87.374992,24.059517,0.013368,,,,
454,3.783333,,,,,,,,,,,,,,,,,,,,,-123.44706,87.350784,23.983784,0.013368,,,,
455,3.791667,,,,,,,,,,,,,,,,,,,,,-123.39994,87.318848,23.90938,0.013368,,,,
456,3.8,,,,,,,,,,,,,,,,,,,,,-123.349571,87.292519,23.838614,0.013368,,,,
457,3.808333,,,,,,,,,,,,,,,,,,,,,-123.041191,87.316902,23.757818,0.013368,,,,
458,3.816667,,,,,,,,,,,,,,,,,,,,,-122.85125,87.318619,23.68177,0.013368,,,,
459,3.825,,,,,,,,,,,,,,,,,,,,,-122.675323,87.289551,23.596779,0.013368,,,,
460,3.833333,,,,,,,,,,,,,,,,,,,,,-122.522522,87.291641,23.51762,0.013368,,,,
461,3.841667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3.85,,,,,,,,,,,,,,,,,,,,,,,,,-123.045746,87.125885,23.410282,0.013957
463,3.858333,,,,,,,,,,,,,,,,,,,,,,,,,-122.90181,87.122147,23.33272,0.013957
464,3.866667,,,,,,,,,,,,,,,,,,,,,,,,,-122.869049,87.092987,23.26409,0.013957
465,3.875,,,,,,,,,,,,,,,,,,,,,,,,,-122.753632,87.085976,23.190456,0.013957
466,3.883333,,,,,,,,,,,,,,,,,,,,,,,,,-122.646484,87.080452,23.116039,0.013957
467,3.891667,,,,,,,,,,,,,,,,,,,,,,,,,-122.692642,87.054512,23.053095,0.013957
468,3.9,,,,,,,,,,,,,,,,,,,,,,,,,-122.759949,87.013283,22.999228,0.013957
469,3.908333,,,,,,,,,,,,,,,,,,,,,,,,,-122.635361,87.019073,22.923923,0.013957
470,3.916667,,,,,,,,,,,,,,,,,,,,,,,,,-122.592461,87.00489,22.85165,0.013957
471,3.925,,,,,,,,,,,,,,,,,,,,,,,,,-122.521042,86.996254,22.78686,0.013957
472,3.933333,,,,,,,,,,,,,,,,,,,,,,,,,-122.478424,86.986229,22.72477,0.013957
473,3.941667,,,,,,,,,,,,,,,,,,,,,,,,,-122.415833,86.978493,22.66386,0.013957
474,3.95,,,,,,,,,,,,,,,,,,,,,,,,,-122.39994,86.96225,22.606165,0.013957
475,3.958333,,,,,,,,,,,,,,,,,,,,,,,,,-122.35955,86.954781,22.543291,0.013957
476,3.966667,,,,,,,,,,,,,,,,,,,,,,,,,-122.301826,86.947174,22.486092,0.013957
477,3.975,,,,,,,,,,,,,,,,,,,,,,,,,-122.292053,86.936722,22.424898,0.013957
478,3.983333,,,,,,,,,,,,,,,,,,,,,,,,,-122.284683,86.925362,22.371748,0.013957
479,3.991667,,,,,,,,,,,,,,,,,,,,,,,,,-122.239624,86.921509,22.310873,0.013957
480,4,,,,,,,,,,,,,,,,,,,,,,,,,-122.17466,86.92028,22.251719,0.013957
481,4.008333,,,,,,,,,,,,,,,,,,,,,,,,,-122.139526,86.915817,22.190432,0.013957
482,4.016667,,,,,,,,,,,,,,,,,,,,,,,,,-122.068039,86.916313,22.129637,0.013957
483,4.025,,,,,,,,,,,,,,,,,,,,,,,,,-121.954643,86.937004,22.077284,0.013957
484,4.033333,,,,,,,,,,,,,,,,,,,,,,,,,-121.671799,86.973824,22.018242,0.013957
485,4.041667,,,,,,,,,,,,,,,,,,,,,,,,,-122.009323,86.879227,21.969784,0.013957
486,4.05,,,,,,,,,,,,,,,,,,,,,,,,,-121.955109,86.878189,21.913378,0.013957
487,4.058333,,,,,,,,,,,,,,,,,,,,,,,,,-121.904182,86.867912,21.869165,0.013957
488,4.066667,,,,,,,,,,,,,,,,,,,,,,,,,-121.965637,86.856667,21.827198,0.013957
489,4.075,,,,,,,,,,,,,,,,,,,,,,,,,-121.978485,86.843208,21.778328,0.013957
490,4.083333,,,,,,,,,,,,,,,,,,,,,,,,,-121.957138,86.834679,21.730196,0.013957
491,4.091667,,,,,,,,,,,,,,,,,,,,,,,,,-121.943008,86.853661,21.683191,0.013957
492,4.1,,,,,,,,,,,,,,,,,,,,,,,,,-121.971741,86.829102,21.632347,0.013957
493,4.108333,,,,,,,,,,,,,,,,,,,,,,,,,-121.875206,86.843765,21.580513,0.013957
494,4.116667,,,,,,,,,,,,,,,,,,,,,,,,,-121.795341,86.845734,21.531277,0.013957
495,4.125,,,,,,,,,,,,,,,,,,,,,,,,,-121.726456,86.857491,21.485491,0.013957
496,4.133333,,,,,,,,,,,,,,,,,,,,,,,,,-121.703827,86.861221,21.443411,0.013957
497,4.141667,,,,,,,,,,,,,,,,,,,,,,,,,-121.446922,86.917839,21.392689,0.013957
498,4.15,,,,,,,,,,,,,,,,,,,,,,,,,-121.215424,86.965904,21.358929,0.013957
499,4.158333,,,,,,,,,,,,,,,,,,,,,,,,,-121.007446,87.011322,21.33066,0.013957
500,4.166667,,,,,,,,,,,,,,,,,,,,,,,,,-121.65239,86.881149,21.280499,0.013957
501,4.175,,,,,,,,,,,,,,,,,,,,,,,,,-121.758148,86.862114,21.246605,0.013957
502,4.183333,,,,,,,,,,,,,,,,,,,,,,,,,-121.61956,86.901779,21.201897,0.013957
503,4.191667,,,,,,,,,,,,,,,,,,,,,,,,,-121.688309,86.90065,21.169085,0.013957
504,4.2,,,,,,,,,,,,,,,,,,,,,,,,,-121.632088,86.914543,21.123964,0.013957
505,4.208333,,,,,,,,,,,,,,,,,,,,,,,,,-121.650589,86.92868,21.082676,0.013957
506,4.216667,,,,,,,,,,,,,,,,,,,,,,,,,-121.611252,86.950508,21.043793,0.013957
507,4.225,,,,,,,,,,,,,,,,,,,,,,,,,-121.492981,86.972221,20.995377,0.013957
508,4.233333,,,,,,,,,,,,,,,,,,,,,,,,,-121.46463,86.987457,20.953897,0.013957
509,4.241667,,,,,,,,,,,,,,,,,,,,,,,,,-121.422234,87.005005,20.910595,0.013957
510,4.25,,,,,,,,,,,,,,,,,,,,,,,,,-121.39238,87.012276,20.867201,0.013957
511,4.258333,,,,,,,,,,,,,,,,,,,,,,,,,-121.380531,87.018166,20.82275,0.013957
512,4.266667,,,,,,,,,,,,,,,,,,,,,,,,,-121.723923,86.940941,20.812065,0.013957
513,4.275,,,,,,,,,,,,,,,,,,,,,,,,,-121.722366,86.940048,20.767786,0.013957
514,4.283333,,,,,,,,,,,,,,,,,,,,,,,,,-121.316383,87.042633,20.694595,0.013957
515,4.291667,,,,,,,,,,,,,,,,,,,,,,,,,-121.291901,87.038559,20.646078,0.013957
516,4.3,,,,,,,,,,,,,,,,,,,,,,,,,-121.370766,87.024223,20.594913,0.013957
517,4.308333,,,,,,,,,,,,,,,,,,,,,,,,,-121.330055,87.028252,20.540768,0.013957
518,4.316667,,,,,,,,,,,,,,,,,,,,,,,,,-121.371666,87.010345,20.483173,0.013957
519,4.325,,,,,,,,,,,,,,,,,,,,,,,,,-121.317459,86.99633,20.428308,0.013957
520,4.333333,,,,,,,,,,,,,,,,,,,,,,,,,-121.23481,86.999611,20.367968,0.013957
521,4.341667,,,,,,,,,,,,,,,,,,,,,,,,,-121.251129,86.97876,20.311472,0.013957
522,4.35,,,,,,,,,,,,,,,,,,,,,,,,,-121.273994,86.953278,20.259438,0.013957
523,4.358333,,,,,,,,,,,,,,,,,,,,,,,,,-121.251633,86.934479,20.194422,0.013957
524,4.366667,,,,,,,,,,,,,,,,,,,,,,,,,-121.235725,86.93721,20.150055,0.013957
525,4.375,,,,,,,,,,,,,,,,,,,,,,,,,-121.184982,86.917915,20.110678,0.013957
526,4.383333,,,,,,,,,,,,,,,,,,,,,,,,,-121.259438,86.881432,20.058554,0.013957
527,4.391667,,,,,,,,,,,,,,,,,,,,,,,,,-121.277023,86.85833,20.003302,0.013957
528,4.4,,,,,,,,,,,,,,,,,,,,,,,,,-121.262802,86.842766,19.947983,0.013957
529,4.408333,,,,,,,,,,,,,,,,,,,,,,,,,-121.174301,86.844322,19.893744,0.013957
530,4.416667,,,,,,,,,,,,,,,,,,,,,,,,,-121.400543,86.782814,19.845579,0.013957
531,4.425,,,,,,,,,,,,,,,,,,,,,,,,,-120.997215,86.853088,19.782833,0.013957
532,4.433333,,,,,,,,,,,,,,,,,,,,,,,,,-120.635033,86.919724,19.73299,0.013957
533,4.441667,,,,,,,,,,,,,,,,,,,,,,,,,-120.847725,86.871674,19.679876,0.013957
534,4.45,,,,,,,,,,,,,,,,,,,,,,,,,-120.922325,86.853874,19.625048,0.013957
535,4.458333,,,,,,,,,,,,,,,,,,,,,,,,,-121.371819,86.76017,19.58077,0.013957
536,4.466667,,,,,,,,,,,,,,,,,,,,,,,,,-121.392151,86.754242,19.525719,0.013957
537,4.475,,,,,,,,,,,,,,,,,,,,,,,,,-121.259308,86.781326,19.474251,0.013957
538,4.483333,,,,,,,,,,,,,,,,,,,,,,,,,-121.398392,86.756172,19.413319,0.013957
539,4.491667,,,,,,,,,,,,,,,,,,,,,,,,,-121.279213,86.774452,19.354006,0.013957
540,4.5,,,,,,,,,,,,,,,,,,,,,,,,,-121.355667,86.751617,19.292173,0.013957
541,4.508333,,,,,,,,,,,,,,,,,,,,,,,,,-121.224701,86.773102,19.221743,0.013957
542,4.516667,,,,,,,,,,,,,,,,,,,,,,,,,-121.160934,86.783066,19.160841,0.013957
543,4.525,,,,,,,,,,,,,,,,,,,,,,,,,-120.835915,86.853668,19.100294,0.013957
544,4.533333,,,,,,,,,,,,,,,,,,,,,,,,,-120.982536,86.820427,19.043926,0.013957
545,4.541667,,,,,,,,,,,,,,,,,,,,,,,,,-121.229897,86.768929,18.98407,0.013957
546,4.55,,,,,,,,,,,,,,,,,,,,,,,,,-121.314827,86.750069,18.928566,0.013957
547,4.558333,,,,,,,,,,,,,,,,,,,,,,,,,-121.270279,86.766571,18.8601,0.013957
548,4.566667,,,,,,,,,,,,,,,,,,,,,,,,,-121.189964,86.781883,18.795233,0.013957
549,4.575,,,,,,,,,,,,,,,,,,,,,,,,,-121.025261,86.811653,18.723038,0.013957
