,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size,X,Y,Z,Size
817,6.808333,,,,,,,,,,,,,,,,,,,,,,,,,-118.272232,90.049728,1.049226,0.013957
818,6.816667,,,,,,,,,,,,,,,,,,,,,,,,,-118.27533,90.052238,1.009493,0.013957
819,6.825,,,,,,,,,,,,,,,,,,,,,,,,,-118.323051,90.051094,0.967276,0.013957
820,6.833333,,,,,,,,,,,,,,,,,,,,,,,,,-118.365845,90.049538,0.926728,0.013957
821,6.841667,,,,,,,,,,,,,,,,,,,,,,,,,-118.350311,90.063782,0.872239,0.013957
822,6.85,,,,,,,,,,,,,,,,,,,,,,,,,-118.319084,90.079613,0.818562,0.013957
823,6.858333,,,,,,,,,,,,,,,,,,,,,,,,,-118.273033,90.093994,0.77615,0.013957
824,6.866667,,,,,,,,,,,,,,,,,,,,,,,,,-118.281364,90.102837,0.72715,0.013957
825,6.875,,,,,,,,,,,,,,,,,,,,,,,,,-118.24926,90.117012,0.677005,0.013957
826,6.883333,,,,,,,,,,,,,,,,,,,,,,,,,-118.03701,90.172943,0.643907,0.013957
827,6.891667,,,,,,,,,,,,,,,,,,,,,,,,,-118.222,90.149063,0.587835,0.013957
828,6.9,,,,,,,,,,,,,,,,,,,,,,,,,-118.232918,90.162682,0.54342,0.013957
829,6.908333,,,,,,,,,,,,,,,,,,,,,,,,,-118.347397,90.14537,0.494791,0.013957
830,6.916667,,,,,,,,,,,,,,,,,,,,,,,,,-118.436623,90.154816,0.451841,0.013957
831,6.925,,,,,,,,,,,,,,,,,,,,,,,,,-118.435944,90.161179,0.410121,0.013957
832,6.933333,,,,,,,,,,,,,,,,,,,,,,,,,-118.50531,90.163734,0.361367,0.013957
833,6.941667,,,,,,,,,,,,,,,,,,,,,,,,,-118.4944,90.185257,0.312975,0.013957
834,6.95,,,,,,,,,,,,,,,,,,,,,,,,,-118.448593,90.209373,0.261158,0.013957
835,6.958333,,,,,,,,,,,,,,,,,,,,,,,,,-118.307266,90.260918,0.223785,0.013957
836,6.966667,,,,,,,,,,,,,,,,,,,,,,,,,-118.378242,90.258163,0.162975,0.013957
837,6.975,,,,,,,,,,,,,,,,,,,,,,,,,-118.382683,90.279472,0.112363,0.013957
838,6.983333,,,,,,,,,,,,,,,,,,,,,,,,,-118.399063,90.288803,0.068527,0.013957
839,6.991667,,,,,,,,,,,,,,,,,,,,,,,,,-118.390762,90.308853,0.018237,0.013957
840,7,,,,,,,,,,,,,,,,,,,,,,,,,-118.426003,90.319817,-0.027295,0.013957
841,7.008333,,,,,,,,,,,,,,,,,,,,,,,,,-118.469444,90.329956,-0.072493,0.013957
842,7.016667,,,,,,,,,,,,,,,,,,,,,,,,,-118.534233,90.331596,-0.114459,0.013957
843,7.025,,,,,,,,,,,,,,,,,,,,,,,,,-118.554558,90.344864,-0.159003,0.013957
844,7.033333,,,,,,,,,,,,,,,,,,,,,,,,,-118.654045,90.340263,-0.204303,0.013957
845,7.041667,,,,,,,,,,,,,,,,,,,,,,,,,-118.592369,90.370346,-0.250776,0.013957
846,7.05,,,,,,,,,,,,,,,,,,,,,,,,,-118.609177,90.379219,-0.298696,0.013957
847,7.058333,,,,,,,,,,,,,,,,,,,,,,,,,-118.58432,90.408501,-0.346305,0.013957
848,7.066667,,,,,,,,,,,,,,,,,,,,,,,,,-118.462349,90.442558,-0.392321,0.013957
849,7.075,,,,,,,,,,,,,,,,,,,,,,,,,-118.485191,90.457176,-0.441489,0.013957
850,7.083333,,,,,,,,,,,,,,,,,,,,,,,,,-118.401077,90.493851,-0.488582,0.013957
851,7.091667,,,,,,,,,,,,,,,,,,,,,,,,,-118.446037,90.512939,-0.536962,0.013957
852,7.1,,,,,,,,,,,,,,,,,,,,,,,,,-118.591896,90.499809,-0.594305,0.013957
853,7.108333,,,,,,,,,,,,,,,,,,,,,,,,,-118.532768,90.535248,-0.632478,0.013957
854,7.116667,,,,,,,,,,,,,,,,,,,,,,,,,-118.552483,90.552879,-0.677815,0.013957
855,7.125,,,,,,,,,,,,,,,,,,,,,,,,,-118.71508,90.542786,-0.729462,0.013957
856,7.133333,,,,,,,,,,,,,,,,,,,,,,,,,-118.86245,90.538971,-0.772064,0.013957
857,7.141667,,,,,,,,,,,,,,,,,,,,,,,,,-118.796791,90.570221,-0.810906,0.013957
858,7.15,,,,,,,,,,,,,,,,,,,,,,,,,-118.548271,90.636414,-0.868406,0.013957
859,7.158333,,,,,,,,,,,,,,,,,,,,,,,,,-118.551956,90.658455,-0.917698,0.013957
860,7.166667,,,,,,,,,,,,,,,,,,,,,,,,,-118.476364,90.688866,-0.967646,0.013957
861,7.175,,,,,,,,,,,,,,,,,,,,,,,,,-118.478668,90.707817,-1.016035,0.013957
862,7.183333,,,,,,,,,,,,,,,,,,,,,,,,,-118.403503,90.738731,-1.060354,0.013957
863,7.191667,,,,,,,,,,,,,,,,,,,,,,,,,-118.46106,90.746445,-1.112879,0.013957
864,7.2,,,,,,,,,,,,,,,,,,,,,,,,,-118.480537,90.763687,-1.158551,0.013957
865,7.208333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,7.216667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,7.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,7.233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,7.241667,,,,,,,,,,,,,,,,,,,,,,,,,-118.607712,90.833183,-1.392315,0.013957
870,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,7.258333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,7.266667,,,,,,,,,,,,,,,,,,,,,,,,,-118.456985,90.909836,-1.536765,0.013957
873,7.275,,,,,,,,,,,,,,,,,,,,,,,,,-118.419113,90.933563,-1.57974,0.013957
874,7.283333,,,,,,,,,,,,,,,,,,,,,,,,,-118.393517,90.956787,-1.623672,0.013957
875,7.291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,7.3,,,,,,,,,,,,,,,,,,,,,,,,,-118.437943,90.983734,-1.712194,0.013957
877,7.308333,,,,,,,,,,,,,,,,,,,,,,,,,-118.493973,90.993584,-1.750971,0.013957
878,7.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,7.325,,,,,,,,,,,,,,,,,,,,,,,,,-118.563713,91.01828,-1.823585,0.013957
880,7.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,7.341667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,7.35,,,,,,,,,,,,,,,,,,,,,,,,,-118.591309,91.061867,-1.931355,0.013957
883,7.358333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,7.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,7.375,,,,,,,,,,,,,,,,,,,,,,,,,-118.539749,91.118225,-2.044801,0.013957
886,7.383333,,,,,,,,,,,,,,,,,,,,,,,,,-118.47644,91.139557,-2.081268,0.013957
887,7.391667,,,,,,,,,,,,,,,,,,,,,,,,,-118.455948,91.159103,-2.116834,0.013957
888,7.4,,,,,,,,,,,,,,,,,,,,,,,,,-118.430481,91.174637,-2.154938,0.013957
889,7.408333,,,,,,,,,,,,,,,,,,,,,,,,,-118.405579,91.188499,-2.189602,0.013957
890,7.416667,,,,,,,,,,,,,,,,,,,,,,,,,-118.434273,91.195282,-2.222918,0.013957
891,7.425,,,,,,,,,,,,,,,,,,,,,,,,,-118.494247,91.190445,-2.258133,0.013957
892,7.433333,,,,,,,,,,,,,,,,,,,,,,,,,-118.519661,91.19326,-2.285434,0.013957
893,7.441667,,,,,,,,,,,,,,,,,,,,,,,,,-118.506897,91.198143,-2.311035,0.013957
894,7.45,,,,,,,,,,,,,,,,,,,,,,,,,-118.560364,91.194519,-2.343886,0.013957
895,7.458333,,,,,,,,,,,,,,,,,,,,,,,,,-118.623123,91.187447,-2.371704,0.013957
896,7.466667,,,,,,,,,,,,,,,,,,,,,,,,,-118.653046,91.18853,-2.406034,0.013957
897,7.475,,,,,,,,,,,,,,,,,,,,,,,,,-118.643829,91.196899,-2.43041,0.013957
898,7.483333,,,,,,,,,,,,,,,,,,,,,,,,,-118.634155,91.198853,-2.464285,0.013957
899,7.491667,,,,,,,,,,,,,,,,,,,,,,,,,-118.673691,91.19133,-2.496655,0.013957
900,7.5,,,,,,,,,,,,,,,,,,,,,,,,,-118.576279,91.208855,-2.528112,0.013957
901,7.508333,,,,,,,,,,,,,,,,,,,,,,,,,-118.577126,91.207985,-2.557643,0.013957
902,7.516667,,,,,,,,,,,,,,,,,,,,,,,,,-118.548393,91.212761,-2.585173,0.013957
903,7.525,,,,,,,,,,,,,,,,,,,,,,,,,-118.528854,91.215988,-2.615759,0.013957
904,7.533333,,,,,,,,,,,,,,,,,,,,,,,,,-118.46862,91.229332,-2.642493,0.013957
905,7.541667,,,,,,,,,,,,,,,,,,,,,,,,,-118.474388,91.229622,-2.670855,0.013957
906,7.55,,,,,,,,,,,,,,,,,,,,,,,,,-118.421898,91.24118,-2.70136,0.013957
907,7.558333,,,,,,,,,,,,,,,,,,,,,,,,,-118.408463,91.245613,-2.730774,0.013957
908,7.566667,,,,,,,,,,,,,,,,,,,,,,,,,-118.386986,91.24781,-2.764631,0.013957
909,7.575,,,,,,,,,,,,,,,,,,,,,,,,,-118.410027,91.252937,-2.798583,0.013957
910,7.583333,,,,,,,,,,,,,,,,,,,,,,,,,-118.523277,91.235283,-2.833795,0.013957
911,7.591667,,,,,,,,,,,,,,,,,,,,,,,,,-118.600449,91.228729,-2.873848,0.013957
912,7.6,,,,,,,,,,,,,,,,,,,,,,,,,-118.587364,91.23185,-2.903385,0.013957
913,7.608333,,,,,,,,,,,,,,,,,,,,,,,,,-118.660591,91.233505,-2.946217,0.013957
914,7.616667,,,,,,,,,,,,,,,,,,,,,,,,,-118.730797,91.230957,-2.979511,0.013957
915,7.625,,,,,,,,,,,,,,,,,,,,,,,,,-118.708359,91.241478,-3.01126,0.013957
916,7.633333,,,,,,,,,,,,,,,,,,,,,,,,,-118.737373,91.243202,-3.049532,0.013957
917,7.641667,,,,,,,,,,,,,,,,,,,,,,,,,-118.660797,91.267334,-3.086894,0.013957
918,7.65,,,,,,,,,,,,,,,,,,,,,,,,,-118.606567,91.288879,-3.125523,0.013957
919,7.658333,,,,,,,,,,,,,,,,,,,,,,,,,-118.53685,91.307945,-3.158317,0.013957
920,7.666667,,,,,,,,,,,,,,,,,,,,,,,,,-118.565353,91.303024,-3.199941,0.013957
921,7.675,,,,,,,,,,,,,,,,,,,,,,,,,-118.542694,91.304703,-3.239051,0.013957
922,7.683333,,,,,,,,,,,,,,,,,,,,,,,,,-118.552574,91.307846,-3.270923,0.013957
923,7.691667,,,,,,,,,,,,,,,,,,,,,,,,,-118.53614,91.310921,-3.308372,0.013957
924,7.7,,,,,,,,,,,,,,,,,,,,,,,,,-118.525757,91.312416,-3.338234,0.013957
925,7.708333,,,,,,,,,,,,,,,,,,,,,,,,,-118.586029,91.299644,-3.376039,0.013957
926,7.716667,,,,,,,,,,,,,,,,,,,,,,,,,-118.587914,91.299515,-3.404828,0.013957
927,7.725,,,,,,,,,,,,,,,,,,,,,,,,,-118.702843,91.284111,-3.442926,0.013957
928,7.733333,,,,,,,,,,,,,,,,,,,,,,,,,-118.769577,91.270111,-3.474706,0.013957
929,7.741667,,,,,,,,,,,,,,,,,,,,,,,,,-118.799423,91.263023,-3.503747,0.013957
930,7.75,,,,,,,,,,,,,,,,,,,,,,,,,-118.835915,91.246468,-3.526888,0.013957
931,7.758333,,,,,,,,,,,,,,,,,,,,,,,,,-118.859467,91.241341,-3.55469,0.013957
932,7.766667,,,,,,,,,,,,,,,,,,,,,,,,,-118.890701,91.23391,-3.582174,0.013957
933,7.775,,,,,,,,,,,,,,,,,,,,,,,,,-118.925842,91.227379,-3.61058,0.013957
934,7.783333,,,,,,,,,,,,,,,,,,,,,,,,,-118.934181,91.222198,-3.636112,0.013957
935,7.791667,,,,,,,,,,,,,,,,,,,,,,,,,-118.931534,91.225304,-3.663265,0.013957
936,7.8,,,,,,,,,,,,,,,,,,,,,,,,,-118.945145,91.221313,-3.693276,0.013957
937,7.808333,,,,,,,,,,,,,,,,,,,,,,,,,-118.91745,91.227272,-3.715515,0.013957
938,7.816667,,,,,,,,,,,,,,,,,,,,,,,,,-118.909607,91.230659,-3.743828,0.013957
939,7.825,,,,,,,,,,,,,,,,,,,,,,,,,-118.861099,91.241409,-3.769021,0.013957
940,7.833333,,,,,,,,,,,,,,,,,,,,,,,,,-118.860077,91.24585,-3.799635,0.013957
941,7.841667,,,,,,,,,,,,,,,,,,,,,,,,,-118.848869,91.249283,-3.829453,0.013957
942,7.85,,,,,,,,,,,,,,,,,,,,,,,,,-118.849052,91.253952,-3.860025,0.013957
943,7.858333,,,,,,,,,,,,,,,,,,,,,,,,,-118.82827,91.265953,-3.888734,0.013957
944,7.866667,,,,,,,,,,,,,,,,,,,,,,,,,-118.840805,91.2677,-3.924119,0.013957
945,7.875,,,,,,,,,,,,,,,,,,,,,,,,,-118.876198,91.266106,-3.95365,0.013957
946,7.883333,,,,,,,,,,,,,,,,,,,,,,,,,-118.942642,91.269096,-3.99167,0.013957
947,7.891667,,,,,,,,,,,,,,,,,,,,,,,,,-118.890938,91.280563,-4.016448,0.013957
948,7.9,,,,,,,,,,,,,,,,,,,,,,,,,-118.996902,91.26339,-4.044861,0.013957
949,7.908333,,,,,,,,,,,,,,,,,,,,,,,,,-118.995621,91.271301,-4.071931,0.013957
950,7.916667,,,,,,,,,,,,,,,,,,,,,,,,,-119.063828,91.263702,-4.100012,0.013957
951,7.925,,,,,,,,,,,,,,,,,,,,,,,,,-119.133522,91.264328,-4.124562,0.013957
952,7.933333,,,,,,,,,,,,,,,,,,,,,,,,,-119.133629,91.266129,-4.152045,0.013957
953,7.941667,,,,,,,,,,,,,,,,,,,,,,,,,-119.156357,91.270988,-4.18273,0.013957
954,7.95,,,,,,,,,,,,,,,,,,,,,,,,,-119.168495,91.275032,-4.213334,0.013957
955,7.958333,,,,,,,,,,,,,,,,,,,,,,,,,-119.115952,91.294319,-4.24284,0.013957
956,7.966667,,,,,,,,,,,,,,,,,,,,,,,,,-119.138321,91.296974,-4.272661,0.013957
957,7.975,,,,,,,,,,,,,,,,,,,,,,,,,-119.073441,91.321014,-4.301277,0.013957
958,7.983333,,,,,,,,,,,,,,,,,,,,,,,,,-119.046364,91.328018,-4.329983,0.013957
959,7.991667,,,,,,,,,,,,,,,,,,,,,,,,,-119.082405,91.329361,-4.358407,0.013957
960,8,,,,,,,,,,,,,,,,,,,,,,,,,-119.032928,91.345718,-4.383618,0.013957
961,8.008333,,,,,,,,,,,,,,,,,,,,,,,,,-118.997398,91.357979,-4.40648,0.013957
962,8.016667,,,,,,,,,,,,,,,,,,,,,,,,,-119.030655,91.357773,-4.436336,0.013957
963,8.025,,,,,,,,,,,,,,,,,,,,,,,,,-119.041527,91.364052,-4.461454,0.013957
964,8.033333,,,,,,,,,,,,,,,,,,,,,,,,,-118.997681,91.378464,-4.486411,0.013957
965,8.041667,,,,,,,,,,,,,,,,,,,,,,,,,-118.981621,91.386497,-4.511369,0.013957
966,8.05,,,,,,,,,,,,,,,,,,,,,,,,,-119.003677,91.391052,-4.538629,0.013957
967,8.058333,,,,,,,,,,,,,,,,,,,,,,,,,-119.03447,91.388702,-4.569749,0.013957
968,8.066667,,,,,,,,,,,,,,,,,,,,,,,,,-119.053459,91.393936,-4.598028,0.013957
969,8.075,,,,,,,,,,,,,,,,,,,,,,,,,-119.153,91.382591,-4.629822,0.013957
970,8.083333,,,,,,,,,,,,,,,,,,,,,,,,,-119.256401,91.375053,-4.662266,0.013957
971,8.091667,,,,,,,,,,,,,,,,,,,,,,,,,-119.221603,91.38327,-4.684936,0.013957
972,8.1,,,,,,,,,,,,,,,,,,,,,,,,,-119.226097,91.388702,-4.713202,0.013957
973,8.108333,,,,,,,,,,,,,,,,,,,,,,,,,-119.24453,91.390556,-4.742961,0.013957
974,8.116667,,,,,,,,,,,,,,,,,,,,,,,,,-119.243729,91.398773,-4.773681,0.013957
975,8.125,,,,,,,,,,,,,,,,,,,,,,,,,-119.202515,91.413925,-4.804219,0.013957
976,8.133333,,,,,,,,,,,,,,,,,,,,,,,,,-119.17572,91.429871,-4.836894,0.013957
977,8.141667,,,,,,,,,,,,,,,,,,,,,,,,,-119.156708,91.440567,-4.868071,0.013957
978,8.15,,,,,,,,,,,,,,,,,,,,,,,,,-119.113564,91.467117,-4.900593,0.013957
979,8.158333,,,,,,,,,,,,,,,,,,,,,,,,,-119.09729,91.48217,-4.929661,0.013957
980,8.166667,,,,,,,,,,,,,,,,,,,,,,,,,-119.060028,91.504181,-4.964429,0.013957
981,8.175,,,,,,,,,,,,,,,,,,,,,,,,,-119.081818,91.514099,-4.996205,0.013957
982,8.183333,,,,,,,,,,,,,,,,,,,,,,,,,-119.171822,91.517006,-5.035579,0.013957
983,8.191667,,,,,,,,,,,,,,,,,,,,,,,,,-119.109177,91.545769,-5.058554,0.013957
984,8.2,,,,,,,,,,,,,,,,,,,,,,,,,-119.151924,91.551376,-5.088912,0.013957
985,8.208333,,,,,,,,,,,,,,,,,,,,,,,,,-119.078552,91.587654,-5.107255,0.013957
986,8.216667,,,,,,,,,,,,,,,,,,,,,,,,,-119.039795,91.611885,-5.133942,0.013957
987,8.225,,,,,,,,,,,,,,,,,,,,,,,,,-119.06768,91.620842,-5.161645,0.013957
988,8.233333,,,,,,,,,,,,,,,,,,,,,,,,,-119.132591,91.620956,-5.184518,0.013957
989,8.241667,,,,,,,,,,,,,,,,,,,,,,,,,-119.166008,91.630264,-5.210492,0.013957
990,8.25,,,,,,,,,,,,,,,,,,,,,,,,,-119.257652,91.625847,-5.238183,0.013957
991,8.258333,,,,,,,,,,,,,,,,,,,,,,,,,-119.239006,91.648369,-5.258524,0.013957
992,8.266667,,,,,,,,,,,,,,,,,,,,,,,,,-119.280693,91.652145,-5.285303,0.013957
993,8.275,,,,,,,,,,,,,,,,,,,,,,,,,-119.350494,91.657578,-5.313144,0.013957
994,8.283333,,,,,,,,,,,,,,,,,,,,,,,,,-119.474281,91.639366,-5.335681,0.013957
995,8.291667,,,,,,,,,,,,,,,,,,,,,,,,,-119.588593,91.640244,-5.368811,0.013957
996,8.3,,,,,,,,,,,,,,,,,,,,,,,,,-119.235336,91.709297,-5.39157,0.013957
997,8.308333,,,,,,,,,,,,,,,,,,,,,,,,,-119.252945,91.718872,-5.42247,0.013957
998,8.316667,,,,,,,,,,,,,,,,,,,,,,,,,-119.25666,91.719299,-5.460351,0.013957
999,8.325,,,,,,,,,,,,,,,,,,,,,,,,,-119.161209,91.744225,-5.492677,0.013957
1000,8.333333,,,,,,,,,,,,,,,,,,,,,,,,,-119.121704,91.754028,-5.527887,0.013957
1001,8.341667,,,,,,,,,,,,,,,,,,,,,,,,,-119.098854,91.762466,-5.560298,0.013957
1002,8.35,,,,,,,,,,,,,,,,,,,,,,,,,-119.089386,91.761101,-5.59766,0.013957
1003,8.358333,,,,,,,,,,,,,,,,,,,,,,,,,-119.136688,91.756836,-5.636861,0.013957
1004,8.366667,,,,,,,,,,,,,,,,,,,,,,,,,-119.15152,91.747604,-5.672212,0.013957
1005,8.375,,,,,,,,,,,,,,,,,,,,,,,,,-119.169708,91.745102,-5.708372,0.013957
1006,8.383333,,,,,,,,,,,,,,,,,,,,,,,,,-119.20488,91.735809,-5.746192,0.013957
1007,8.391667,,,,,,,,,,,,,,,,,,,,,,,,,-119.259857,91.727272,-5.787153,0.013957
1008,8.4,,,,,,,,,,,,,,,,,,,,,,,,,-119.303703,91.717773,-5.825164,0.013957
1009,8.408333,,,,,,,,,,,,,,,,,,,,,,,,,-119.369949,91.709122,-5.862775,0.013957
1010,8.416667,,,,,,,,,,,,,,,,,,,,,,,,,-119.403839,91.704521,-5.902661,0.013957
1011,8.425,,,,,,,,,,,,,,,,,,,,,,,,,-119.346451,91.72139,-5.94637,0.013957
1012,8.433333,,,,,,,,,,,,,,,,,,,,,,,,,-119.340668,91.730652,-5.987389,0.013957
1013,8.441667,,,,,,,,,,,,,,,,,,,,,,,,,-119.289276,91.748421,-6.036093,0.013957
1014,8.45,,,,,,,,,,,,,,,,,,,,,,,,,-119.263779,91.764198,-6.083932,0.013957
1015,8.458333,,,,,,,,,,,,,,,,,,,,,,,,,-119.232307,91.775505,-6.12759,0.013957
1016,8.466667,,,,,,,,,,,,,,,,,,,,,,,,,-119.229149,91.784302,-6.177026,0.013957
1017,8.475,,,,,,,,,,,,,,,,,,,,,,,,,-119.186279,91.798233,-6.220899,0.013957
1018,8.483333,,,,,,,,,,,,,,,,,,,,,,,,,-119.226578,91.802505,-6.271446,0.013957
1019,8.491667,,,,,,,,,,,,,,,,,,,,,,,,,-119.305717,91.79882,-6.320716,0.013957
1020,8.5,,,,,,,,,,,,,,,,,,,,,,,,,-119.522415,91.766853,-6.365516,0.013957
1021,8.508333,,,,,,,,,,,,,,,,,,,,,,,,,-119.45652,91.797211,-6.416327,0.013957
1022,8.516667,,,,,,,,,,,,,,,,,,,,,,,,,-119.511726,91.800064,-6.465539,0.013957
1023,8.525,,,,,,,,,,,,,,,,,,,,,,,,,-119.475021,91.82238,-6.523139,0.013957
1024,8.533333,,,,,,,,,,,,,,,,,,,,,,,,,-119.415573,91.841438,-6.578787,0.013957
1025,8.541667,,,,,,,,,,,,,,,,,,,,,,,,,-119.371925,91.862991,-6.636328,0.013957
1026,8.55,,,,,,,,,,,,,,,,,,,,,,,,,-119.362572,91.878845,-6.695433,0.013957
1027,8.558333,,,,,,,,,,,,,,,,,,,,,,,,,-119.357338,91.891281,-6.754987,0.013957
1028,8.566667,,,,,,,,,,,,,,,,,,,,,,,,,-119.329247,91.903603,-6.810469,0.013957
1029,8.575,,,,,,,,,,,,,,,,,,,,,,,,,-119.390312,91.904022,-6.86593,0.013957
1030,8.583333,,,,,,,,,,,,,,,,,,,,,,,,,-119.475365,91.895279,-6.915945,0.013957
1031,8.591667,,,,,,,,,,,,,,,,,,,,,,,,,-119.518539,91.894951,-6.961668,0.013957
1032,8.6,,,,,,,,,,,,,,,,,,,,,,,,,-119.588959,91.887054,-7.011455,0.013957
1033,8.608333,,,,,,,,,,,,,,,,,,,,,,,,,-119.616302,91.889015,-7.062276,0.013957
1034,8.616667,,,,,,,,,,,,,,,,,,,,,,,,,-119.582306,91.898941,-7.111593,0.013957
1035,8.625,,,,,,,,,,,,,,,,,,,,,,,,,-119.563797,91.910851,-7.161088,0.013957
1036,8.633333,,,,,,,,,,,,,,,,,,,,,,,,,-119.540154,91.917908,-7.210799,0.013957
1037,8.641667,,,,,,,,,,,,,,,,,,,,,,,,,-119.484161,91.936211,-7.257316,0.013957
1038,8.65,,,,,,,,,,,,,,,,,,,,,,,,,-119.540009,91.92617,-7.307687,0.013957
1039,8.658333,,,,,,,,,,,,,,,,,,,,,,,,,-119.589783,91.914703,-7.354652,0.013957
1040,8.666667,,,,,,,,,,,,,,,,,,,,,,,,,-119.509659,91.941475,-7.388877,0.013957
1041,8.675,,,,,,,,,,,,,,,,,,,,,,,,,-119.492378,91.948517,-7.42817,0.013957
1042,8.683333,,,,,,,,,,,,,,,,,,,,,,,,,-119.436798,91.962395,-7.457101,0.013957
1043,8.691667,,,,,,,,,,,,,,,,,,,,,,,,,-119.523224,91.951668,-7.493303,0.013957
1044,8.7,,,,,,,,,,,,,,,,,,,,,,,,,-119.640793,91.938393,-7.528125,0.013957
1045,8.708333,,,,,,,,,,,,,,,,,,,,,,,,,-119.716682,91.930321,-7.559758,0.013957
1046,8.716667,,,,,,,,,,,,,,,,,,,,,,,,,-119.740425,91.93367,-7.592735,0.013957
1047,8.725,,,,,,,,,,,,,,,,,,,,,,,,,-119.729767,91.941872,-7.619348,0.013957
1048,8.733333,,,,,,,,,,,,,,,,,,,,,,,,,-119.75769,91.946121,-7.6496,0.013957
1049,8.741667,,,,,,,,,,,,,,,,,,,,,,,,,-119.764481,91.952286,-7.680272,0.013957
1050,8.75,,,,,,,,,,,,,,,,,,,,,,,,,-119.72699,91.965569,-7.705789,0.013957
1051,8.758333,,,,,,,,,,,,,,,,,,,,,,,,,-119.713089,91.980202,-7.733059,0.013957
1052,8.766667,,,,,,,,,,,,,,,,,,,,,,,,,-119.736053,91.982376,-7.762964,0.013957
1053,8.775,,,,,,,,,,,,,,,,,,,,,,,,,-119.805595,91.977463,-7.800239,0.013957
1054,8.783333,,,,,,,,,,,,,,,,,,,,,,,,,-119.772446,91.995689,-7.822754,0.013957
1055,8.791667,,,,,,,,,,,,,,,,,,,,,,,,,-119.789246,92.005974,-7.855839,0.013957
1056,8.8,,,,,,,,,,,,,,,,,,,,,,,,,-119.687057,92.03476,-7.873178,0.013957
1057,8.808333,,,,,,,,,,,,,,,,,,,,,,,,,-119.681274,92.048195,-7.899895,0.013957
1058,8.816667,,,,,,,,,,,,,,,,,,,,,,,,,-119.750191,92.045387,-7.926303,0.013957
1059,8.825,,,,,,,,,,,,,,,,,,,,,,,,,-119.694267,92.064621,-7.946265,0.013957
1060,8.833333,,,,,,,,,,,,,,,,,,,,,,,,,-119.684998,92.079643,-7.964715,0.013957
1061,8.841667,,,,,,,,,,,,,,,,,,,,,,,,,-119.707695,92.079857,-7.987576,0.013957
1062,8.85,,,,,,,,,,,,,,,,,,,,,,,,,-119.718193,92.087837,-8.005836,0.013957
1063,8.858333,,,,,,,,,,,,,,,,,,,,,,,,,-119.774734,92.08477,-8.030413,0.013957
1064,8.866667,,,,,,,,,,,,,,,,,,,,,,,,,-119.685471,92.112122,-8.039443,0.013957
1065,8.875,,,,,,,,,,,,,,,,,,,,,,,,,-119.65361,92.123367,-8.054515,0.013957
1066,8.883333,,,,,,,,,,,,,,,,,,,,,,,,,-119.797813,92.108086,-8.086118,0.013957
1067,8.891667,,,,,,,,,,,,,,,,,,,,,,,,,-119.921181,92.091003,-8.113291,0.013957
1068,8.9,,,,,,,,,,,,,,,,,,,,,,,,,-119.870117,92.10849,-8.129239,0.013957
1069,8.908333,,,,,,,,,,,,,,,,,,,,,,,,,-119.915833,92.105011,-8.15216,0.013957
1070,8.916667,,,,,,,,,,,,,,,,,,,,,,,,,-119.951645,92.10672,-8.174561,0.013957
1071,8.925,,,,,,,,,,,,,,,,,,,,,,,,,-119.959114,92.110428,-8.195095,0.013957
1072,8.933333,,,,,,,,,,,,,,,,,,,,,,,,,-119.965683,92.11618,-8.213678,0.013957
1073,8.941667,,,,,,,,,,,,,,,,,,,,,,,,,-119.92495,92.130432,-8.235448,0.013957
1074,8.95,,,,,,,,,,,,,,,,,,,,,,,,,-119.955444,92.128372,-8.254807,0.013957
1075,8.958333,,,,,,,,,,,,,,,,,,,,,,,,,-120.008636,92.123894,-8.280216,0.013957
1076,8.966667,,,,,,,,,,,,,,,,,,,,,,,,,-119.931076,92.141724,-8.301896,0.013957
1077,8.975,,,,,,,,,,,,,,,,,,,,,,,,,-119.918777,92.150078,-8.327004,0.013957
1078,8.983333,,,,,,,,,,,,,,,,,,,,,,,,,-119.929291,92.15419,-8.347485,0.013957
1079,8.991667,,,,,,,,,,,,,,,,,,,,,,,,,-119.909271,92.164787,-8.372046,0.013957
1080,9,,,,,,,,,,,,,,,,,,,,,,,,,-119.882416,92.174339,-8.390061,0.013957
1081,9.008333,,,,,,,,,,,,,,,,,,,,,,,,,-119.876373,92.183884,-8.412998,0.013957
